Entity,Number of data,Hard EM,Soft EM,F1,BEM,Instzero,Human
fid,fid,fid,fid,fid,fid,fid,fid
DATE,499,0.56312625250501,0.6152304609218436,0.6628816073705852,0.7414829659318637,0.6953907815631263,0.6953907815631263
CARDINAL,169,0.5621301775147929,0.5857988165680473,0.6108856955010802,0.7041420118343196,0.6627218934911243,0.6331360946745562
QUANTITY,19,0.3157894736842105,0.3684210526315789,0.47522974101921484,0.5789473684210527,0.47368421052631576,0.5263157894736842
ORDINAL,13,0.6153846153846154,0.6923076923076923,0.7282051282051284,0.7692307692307693,0.8461538461538461,0.8461538461538461
MONEY,11,0.36363636363636365,0.36363636363636365,0.6335694608421881,0.6363636363636364,0.6363636363636364,0.6363636363636364
PERCENT,10,0.2,0.4,0.4133333333333333,0.6,0.5,0.4
TIME,7,0.0,0.0,0.3523809523809524,0.42857142857142855,0.2857142857142857,0.2857142857142857
PERSON,1035,0.6483091787439613,0.659903381642512,0.7035472739820556,0.7246376811594203,0.7603864734299517,0.7275362318840579
GPE,288,0.6319444444444444,0.6666666666666666,0.7050264550264548,0.7569444444444444,0.8194444444444444,0.7638888888888888
ORG,198,0.5454545454545454,0.5808080808080808,0.6233850044456107,0.6868686868686869,0.7373737373737373,0.6717171717171717
NORP,80,0.3875,0.425,0.5274512987012985,0.6625,0.7,0.6625
LOC,46,0.43478260869565216,0.45652173913043476,0.5829710144927537,0.6521739130434783,0.8043478260869565,0.6521739130434783
WORK_OF_ART,14,0.35714285714285715,0.35714285714285715,0.41666666666666663,0.42857142857142855,0.5714285714285714,0.42857142857142855
FAC,17,0.7058823529411765,0.7058823529411765,0.8509803921568627,0.8823529411764706,0.8823529411764706,0.8235294117647058
PRODUCT,13,0.38461538461538464,0.38461538461538464,0.4666666666666667,0.6153846153846154,0.5384615384615384,0.5384615384615384
EVENT,8,0.375,0.375,0.475,0.625,0.625,0.5
LAW,4,0.25,0.25,0.25,0.25,1.0,0.5
LANGUAGE,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666
unknown,586,0.4402730375426621,0.48464163822525597,0.5337288043772686,0.6279863481228669,0.6911262798634812,0.6313993174061433
Overall,3020,0.5605960264900662,0.5913907284768212,0.6406214223598325,0.7009933774834437,0.7288079470198675,0.6894039735099338
gpt35,gpt35,gpt35,gpt35,gpt35,gpt35,gpt35,gpt35
DATE,499,0.0,0.4729458917835671,0.16429229737786497,0.8897795591182365,0.6973947895791583,0.6172344689378757
CARDINAL,169,0.011834319526627219,0.4556213017751479,0.13452392183724643,0.9408284023668639,0.6923076923076923,0.621301775147929
